              |Accel. |Pressure|          |Part- |          |  Mean   |
   Altitude   |due to | scale  | Number   | icle |Collision |  free   |Molecular
              |gravity| height | density  |speed |frequency |  path   | weight
-------+------+-------+--------+----------+------+----------+---------+---------
   Z   |   H  |   g   |  H_P   |    n     |  V   |    nu    |    L    |    M
  (m)  |  (m) |(m/s^2)|  (m)   | (1/m^3)  |(m/s) |   (1/s)  |   (m)   |(kg/kmol)
-------+------+-------+--------+----------+------+----------+---------+---------
  96500  95057  9.5156    5789  2.2298e+19  374.5 4.9431e+03 7.5767e-2  28.652
  97000  95542  9.5141    5814  2.0379e+19  375.3 4.5269e+03 8.2904e-2  28.621
  97500  96027  9.5126    5840  1.8625e+19  376.1 4.1465e+03 9.0712e-2  28.589
  98000  96512  9.5111    5870  1.7022e+19  377.0 3.7988e+03 9.9252e-2  28.554
  98500  96997  9.5097    5901  1.5558e+19  378.0 3.4811e+03 1.0859e-1  28.517
  99000  97482  9.5082    5935  1.4221e+19  379.1 3.1908e+03 1.1880e-1  28.478
  99500  97967  9.5067    5971  1.3000e+19  380.2 2.9255e+03 1.2996e-1  28.438

 100000  98451  9.5052    6009  1.1885e+19  381.4 2.6831e+03 1.4215e-1  28.395
 100500  98936  9.5038    6051  1.0896e+19  382.7 2.4679e+03 1.5506e-1  28.351
 101000  99420  9.5023    6095  9.9900e+18  384.0 2.2708e+03 1.6912e-1  28.305
 101500  99905  9.5008    6141  9.1607e+18  385.5 2.0901e+03 1.8443e-1  28.257
 102000 100389  9.4994    6191  8.4016e+18  387.0 1.9245e+03 2.0109e-1  28.208
 102500 100873  9.4979    6244  7.7068e+18  388.6 1.7727e+03 2.1922e-1  28.157
 103000 101358  9.4964    6300  7.0708e+18  390.3 1.6336e+03 2.3893e-1  28.105
 103500 101842  9.4949    6359  6.4887e+18  392.1 1.5060e+03 2.6037e-1  28.051
 104000 102326  9.4935    6423  5.9558e+18  394.0 1.3891e+03 2.8367e-1  27.996
 104500 102810  9.4920    6490  5.4679e+18  396.1 1.2819e+03 3.0898e-1  27.940

 105000 103294  9.4905    6561  5.0211e+18  398.2 1.1835e+03 3.3647e-1  27.883
 105500 103778  9.4891    6638  4.6120e+18  400.5 1.0933e+03 3.6632e-1  27.825
 106000 104261  9.4876    6719  4.2371e+18  402.9 1.0105e+03 3.9873e-1  27.766
 106500 104745  9.4861    6807  3.8934e+18  405.5 9.3448e+02 4.3393e-1  27.705
 107000 105229  9.4847    6901  3.5782e+18  408.3 8.6469e+02 4.7215e-1  27.644
 107500 105712  9.4832    7003  3.2889e+18  411.2 8.0056e+02 5.1369e-1  27.583
 108000 106196  9.4817    7115  3.0229e+18  414.5 7.4159e+02 5.5889e-1  27.520
 108500 106679  9.4803    7237  2.7779e+18  418.0 6.8730e+02 6.0817e-1  27.458
 109000 107162  9.4788    7375  2.5516e+18  421.9 6.3723e+02 6.6211e-1  27.394
 109500 107646  9.4773    7533  2.3414e+18  426.4 5.9093e+02 7.2155e-1  27.331

 110000 108129  9.4759    7723  2.1440e+18  431.7 5.4782e+02 7.8800e-1  27.268
 110500 108612  9.4744    7935  1.9620e+18  437.6 5.0815e+02 8.6107e-1  27.205
 111000 109095  9.4729    8149  1.7997e+18  443.4 4.7229e+02 9.3876e-1  27.142
 111500 109578  9.4715    8363  1.6544e+18  449.1 4.3980e+02 1.0212e+0  27.081
 112000 110061  9.4700    8578  1.5240e+18  454.8 4.1028e+02 1.1086e+0  27.020
 112500 110544  9.4685    8794  1.4067e+18  460.5 3.8340e+02 1.2010e+0  26.960
 113000 111026  9.4671    9010  1.3009e+18  466.1 3.5887e+02 1.2987e+0  26.901
